ja-JP	longitude	latitude	first_julian_day	last_julian_day	texture	overall_length
四本黒木Ⅰ次	130.3634737	33.33190461	1684901	1703163	Kamekan	30
四本黒木Ⅱ次	130.3634737	33.33190461	1684901	1703163	Kamekan	30
小栗A	130.058867	32.8222005	1684901	1703163	Kamekan	30
境目西原	130.6737724	32.67792569	1684901	1703163	Kamekan	30
上の原’80	130.7403291	32.69116926	1684901	1703163	Kamekan	30
旧協和醗酵工場内	130.7285601	32.78015047	1684901	1703163	Kamekan	30
下南部	130.7573062	32.8233245	1684901	1703163	Kamekan	30
八景水谷	130.7270173	32.84585979	1684901	1703163	Kamekan	30
楡ノ木	130.7597198	32.83809167	1684901	1703163	Kamekan	30
竹ノ後	130.7804	32.8509	1684901	1703163	Kamekan	30
矢護川日向	130.8928082	32.9195691	1684901	1703163	Kamekan	30
阿多貝塚	130.333333	31.45	1684901	1703163	Kamekan	30
横隈狐塚Ⅱ	130.5697693	33.42824561	1703163	1721426	Kamekan	172
道場山1地点	130.5148572	33.48510436	1703163	1721426	Kamekan	162
栗山’25	130.65375	33.39538966	1703163	1721426	Kamekan	112
井上北内原	130.5801514	33.40541987	1703163	1721426	Kamekan	112
三雲八龍	130.2398418	33.53980739	1703163	1721426	Kamekan	79
栗山’81	130.65375	33.39538966	1703163	1721426	Kamekan	79
須玖岡本G	130.4452302	33.53593259	1703163	1721426	Kamekan	30
権現塚北	130.4966947	33.16402786	1703163	1721426	Kamekan	30
安永田287区	130.5126668	33.39907389	1721426	1748819	Kamekan	162
横隈狐塚Ⅱ	130.5697693	33.42824561	1721426	1748819	Kamekan	134
二塚山	130.407202	33.34194768	1721426	1748819	Kamekan	112
安永田3年次	130.5126668	33.39907389	1721426	1748819	Kamekan	108
道場山1地点	130.5148572	33.48510436	1721426	1748819	Kamekan	99
井上北内原	130.5801514	33.40541987	1721426	1748819	Kamekan	85
安永田’79	130.5126668	33.39907389	1721426	1748819	Kamekan	79
宿	130.199	33.29403	1721426	1748819	Kamekan	67
みやこ	130.0581278	33.17606258	1721426	1748819	Kamekan	67
本告A地点	130.2374432	33.28202266	1721426	1748819	Kamekan	60
富の原B	129.9371905	32.94078457	1721426	1748819	Kamekan	60
宇木汲田’66	130.0169946	33.39522221	1721426	1748819	Kamekan	52
藤崎1次	130.3475063	33.57804239	1721426	1748819	Kamekan	52
須玖岡本E	130.4452302	33.53593259	1721426	1748819	Kamekan	52
金隈	130.478595	33.56210854	1721426	1748819	Kamekan	52
干潟下屋敷	130.5887502	33.41972613	1721426	1748819	Kamekan	52
池の上5地点西	130.5610567	33.4543045	1721426	1748819	Kamekan	52
富の原A	129.9371905	32.94078457	1721426	1748819	Kamekan	52
曲松	130.5571941	33.18423259	1721426	1748819	Kamekan	52
田島	130.0032143	33.410162	1721426	1748819	Kamekan	42
柏崎松本	130.0032143	33.410162	1721426	1748819	Kamekan	42
三雲八龍	130.2398418	33.53980739	1721426	1748819	Kamekan	42
有田64次	130.3318254	33.56977324	1721426	1748819	Kamekan	42
7地点（7次）	130.3475063	33.57804239	1721426	1748819	Kamekan	42
高辻C	130.4564366	33.5300988	1721426	1748819	Kamekan	42
立岩堀田	130.694312	33.64797483	1721426	1748819	Kamekan	42
五本谷	130.4240126	33.352092	1721426	1748819	Kamekan	42
原田	130.1746062	33.2502797	1721426	1748819	Kamekan	42
宇久松原’68	129.1384605	33.27163946	1721426	1748819	Kamekan	30
桜馬場	129.9629284	33.44908892	1721426	1748819	Kamekan	30
久里大牟田’52	129.983987	33.40481036	1721426	1748819	Kamekan	30
伊岐佐中原	130.0386526	33.36535699	1721426	1748819	Kamekan	30
西新町’76	130.3560071	33.58469433	1721426	1748819	Kamekan	30
宝台	130.3841866	33.54788617	1721426	1748819	Kamekan	30
丸尾台	130.3795164	33.54505279	1721426	1748819	Kamekan	30
門田遺跡述田地区	130.4399435	33.51924663	1721426	1748819	Kamekan	30
諸岡2次	130.4479327	33.55925016	1721426	1748819	Kamekan	30
比恵6次	130.4267133	33.58014361	1721426	1748819	Kamekan	30
蒲田A	130.4898142	33.63861786	1721426	1748819	Kamekan	30
中ノ坪	130.4896278	33.72326453	1721426	1748819	Kamekan	30
東小田峯	130.5863496	33.45175757	1721426	1748819	Kamekan	30
八並	130.6154543	33.46935724	1721426	1748819	Kamekan	30
栗山’81	130.65375	33.39538966	1721426	1748819	Kamekan	30
上川原	130.6371314	33.40773562	1721426	1748819	Kamekan	30
姫方	130.4438309	33.36940289	1721426	1748819	Kamekan	30
松葉石棺	130.407202	33.34194768	1721426	1748819	Kamekan	30
金立開拓	130.303232	33.31967725	1721426	1748819	Kamekan	30
西山田二本松B	130.2550273	33.3170097	1721426	1748819	Kamekan	30
小野原Ⅰ区	130.0581278	33.17606258	1721426	1748819	Kamekan	30
納手	130.0581278	33.17606258	1721426	1748819	Kamekan	30
西の角	130.1117939	32.80638245	1721426	1748819	Kamekan	30
今福B	130.2406051	32.65869179	1721426	1748819	Kamekan	30
安国寺’78	130.5648243	33.32493974	1721426	1748819	Kamekan	30
横隈狐塚Ⅱ	130.5697693	33.42824561	1748819	1757950	Kamekan	73
二塚山	130.407202	33.34194768	1748819	1757950	Kamekan	67
三津永田	130.3912786	33.34640189	1748819	1757950	Kamekan	67
田島	130.0032143	33.410162	1748819	1757950	Kamekan	42
伏龍A地区	130.2162258	33.55447911	1748819	1757950	Kamekan	42
平原5地点	130.5610567	33.4543045	1748819	1757950	Kamekan	42
池の上5地点西	130.5610567	33.4543045	1748819	1757950	Kamekan	42
茂手	130.0581278	33.17606258	1748819	1757950	Kamekan	42
吹上’80	130.9338831	33.33701685	1748819	1757950	Kamekan	42
宇木汲田’66	130.0169946	33.39522221	1748819	1757950	Kamekan	30
井原鑓溝	130.2445562	33.52810891	1748819	1757950	Kamekan	30
西の角	130.1117939	32.80638245	1748819	1757950	Kamekan	30
今福B	130.2406051	32.65869179	1748819	1757950	Kamekan	30
西屋敷2次	130.5355392	33.3165114	1748819	1757950	Kamekan	30
吹上’86	130.9338831	33.33701685	1748819	1757950	Kamekan	30
曲松	130.5571941	33.18423259	1757950	1812736	Kamekan	137
金隈	130.478595	33.56210854	1757950	1812736	Kamekan	73
野方塚原	130.2963298	33.55386092	1757950	1812736	Kamekan	52
六本黒木	130.303232	33.31967725	1757950	1812736	Kamekan	52
紙園山	130.5658897	33.29972734	1757950	1812736	Kamekan	52
草場2	130.9299368	33.33770259	1757950	1812736	Kamekan	52
原の辻3次	129.75394	33.74778	1757950	1812736	Kamekan	42
野方中原	130.2963298	33.55386092	1757950	1812736	Kamekan	42
7地点（5次）	130.3475063	33.57804239	1757950	1812736	Kamekan	42
七夕池南	130.4753335	33.58943267	1757950	1812736	Kamekan	42
小隈出口	130.6562618	33.38269565	1757950	1812736	Kamekan	42
横隈狐塚Ⅱ	130.5697693	33.42824561	1757950	1812736	Kamekan	42
尾崎利田	130.3456363	33.32233213	1757950	1812736	Kamekan	42
久里大牟田’52	129.983987	33.40481036	1757950	1812736	Kamekan	30
久里大牟田’79	129.983987	33.40481036	1757950	1812736	Kamekan	30
井原上学	130.2445562	33.52810891	1757950	1812736	Kamekan	30
三雲寺口	130.2398418	33.53980739	1757950	1812736	Kamekan	30
三雲中川屋敷	130.2398418	33.53980739	1757950	1812736	Kamekan	30
飯氏馬場	130.2488239	33.56770844	1757950	1812736	Kamekan	30
藤崎1次	130.3475063	33.57804239	1757950	1812736	Kamekan	30
西新町’76	130.3560071	33.58469433	1757950	1812736	Kamekan	30
油田	130.4393074	33.51332665	1757950	1812736	Kamekan	30
那珂7次	130.4402407	33.56908966	1757950	1812736	Kamekan	30
ウソフキ	130.4984304	33.56693611	1757950	1812736	Kamekan	30
小田正信	130.663768	33.39466911	1757950	1812736	Kamekan	30
西の角	130.1117939	32.80638245	1757950	1812736	Kamekan	30
亀の甲	130.5265197	33.21618156	1757950	1812736	Kamekan	30
筑後国府67－2次	130.5355392	33.3165114	1757950	1812736	Kamekan	30
