龍駒縣	Ryonggu	127.1027611	37.29904539	0.1	2	2064500	9999999	None
國原城	Wonseong	127.9105577	36.95589245	0.1	5	1721424	1997930	None
中原京	Jungwongyeong	127.9105577	36.95589245	0.1	5	1997931	2064499	None
忠州	Chung	127.9105577	36.95589245	0.1	5	2064500	9999999	None
鰹斤內郡	Gyeongeunnae	127.7642178	36.79948941	0.1	4	1721424	1997930	None
檗壤郡	Byeokyang	127.7642178	36.79948941	0.1	4	1997931	2064499	None
檗州	Byeok	127.7642178	36.79948941	0.1	4	2064500	9999999	None
上芼縣	Sangmo	127.9720205	36.7644738	0.1	2	1721424	9999999	None
長風縣	Jangpung	127.8578754	36.79015191	0.1	2	1721424	9999999	None
淸淵縣	Cheongyeon	127.6032438	36.77848005	0.1	2	1721424	9999999	None
述川郡	Sulcheon	127.4949522	37.37141098	0.1	4	1721424	1997930	None
泝川郡(沂川郡)	Socheon(Gicheon)	127.4949522	37.37141098	0.1	4	1997931	2064499	None
川寧郡	Cheonnyeong	127.4949522	37.37141098	0.1	4	2064500	9999999	None
骨乃斤縣	Golnaegeun	127.6061706	37.27570165	0.1	2	1721424	1997930	None
黃驍縣	Hwanghyo	127.6061706	37.27570165	0.1	2	1997931	9999999	None
楊根縣	Yanggeun	127.4656842	37.49046404	0.1	2	1721424	1997930	None
濱陽縣	Binyang	127.4656842	37.49046404	0.1	2	1997931	2064499	None
楊根縣	Yanggeun	127.4656842	37.49046404	0.1	2	2064500	9999999	None
今勿奴郡	Geummulno	127.410075	36.85784875	0.1	4	1721424	1997930	None
黑壤郡(黃壤郡)	Heukyang(Hwangyang)	127.410075	36.85784875	0.1	4	1997931	2064499	None
鎭州	Jin	127.410075	36.85784875	0.1	4	2064500	9999999	None
道西縣	Doseo	127.5915366	36.81116128	0.1	2	1721424	1997930	None
都西縣	Doseo	127.5915366	36.81116128	0.1	2	1997931	2064499	None
道安縣	Doan	127.5915366	36.81116128	0.1	2	2064500	9999999	None
鰹忽縣	Gyeonhol	127.658853	36.92321122	0.1	2	1721424	1997930	None
陰城縣	Eumseong	127.658853	36.92321122	0.1	2	1997931	9999999	None
皆次山郡	Gaechasan	127.4012946	37.06794239	0.1	4	1721424	1997930	None
介山郡	Gaesan	127.4012946	37.06794239	0.1	4	1997931	2064499	None
竹州	Juk	127.4012946	37.06794239	0.1	4	2064500	9999999	None
奴音竹縣	Noeumjuk	127.5739758	37.11462987	0.1	2	1721424	1997930	None
陰竹縣	Eumjuk	127.5739758	37.11462987	0.1	2	1997931	9999999	None
奈兮忽	Nahyehol	127.2520279	36.99791118	0.1	4	1721424	1997930	None
白城郡	Baekseong	127.2520279	36.99791118	0.1	4	1997931	2064499	None
安城郡	Anseong	127.2520279	36.99791118	0.1	4	2064500	9999999	None
沙伏忽	Sabokhol	127.1671507	37.05393615	0.1	2	1721424	1997930	None
赤城縣	Jeokseong	127.1671507	37.05393615	0.1	2	1997931	2064499	None
陽城縣	Yangseong	127.1671507	37.05393615	0.1	2	2064500	9999999	None
祟山縣	Susan	127.1730043	36.871855	0.1	2	1721424	1997930	None
祟山縣	Susan	127.1730043	36.871855	0.1	2	1997931	2064499	None
禝山縣	Jiksan	127.1730043	36.871855	0.1	2	2064500	9999999	None
買忽郡	Maehol	126.9769087	37.18932983	0.1	4	1721424	1997930	None
水城郡	Suseong	126.9769087	37.18932983	0.1	4	1997931	2064499	None
水州	Su	126.9769087	37.18932983	0.1	4	2064500	9999999	None
唐城郡	Dangseong	126.681302	37.18466108	0.1	4	1721424	1997930	None
唐恩郡	Dangeun	126.681302	37.18466108	0.1	4	1997931	2064499	None
唐城郡	Dangseong	126.681302	37.18466108	0.1	4	2064500	9999999	None
上忽縣(車忽縣)	Sanghol	126.9095923	37.04693303	0.1	2	1721424	1997930	None
車城縣	Geoseong	126.9095923	37.04693303	0.1	2	1997931	2064499	None
龍城縣	Ryongseong	126.9095923	37.04693303	0.1	2	2064500	9999999	None
釜山縣	Busan	127.1320291	37.102958	0.1	2	1721424	1997930	None
振威縣	Jinwi	127.1320291	37.102958	0.1	2	1997931	9999999	None
栗木郡	Ryulmok	126.9739819	37.43910782	0.1	4	1721424	1997930	None
栗津郡	Ryuljin	126.9739819	37.43910782	0.1	4	1997931	2064499	None
菓州	Gwa	126.9739819	37.43910782	0.1	4	2064500	9999999	None
鰹伐奴縣	Gyeonbeolno	126.8686172	37.4671203	0.1	2	1721424	1997930	None
穀壤縣	Gokyang	126.8686172	37.4671203	0.1	2	1997931	2064499	None
儷州	Ryeo	126.8686172	37.4671203	0.1	2	2064500	9999999	None
濟次巴衣縣	Jechapaui	126.827642	37.54182026	0.1	2	1721424	1997930	None
孔巖縣	Gongam	126.827642	37.54182026	0.1	2	1997931	9999999	None
買召忽縣(彌鄒忽縣)	Maesohol	126.6695948	37.42743595	0.1	2	1721424	1997930	None
邵城縣	Soseong	126.6695948	37.42743595	0.1	2	1997931	2064499	None
仁州(慶原)	In	126.6695948	37.42743595	0.1	2	2064500	9999999	None
捶項口郡	Chuhanggu	126.813008	37.31071726	0.1	4	1721424	1997930	None
捶口郡	Chugu	126.813008	37.31071726	0.1	4	1997931	2064499	None
安山縣	Ansan	126.813008	37.31071726	0.1	4	2064500	9999999	None
主夫吐郡	Jubuto	126.6988628	37.52547965	0.1	4	1721424	1997930	None
長堤郡	Jangje	126.6988628	37.52547965	0.1	4	1997931	2064499	None
樹州	Su	126.6988628	37.52547965	0.1	4	2064500	9999999	None
首洸忽	Sugwanghol	126.549596	37.63986396	0.1	2	1721424	1997930	None
戌城縣	Sulseong	126.549596	37.63986396	0.1	2	1997931	2064499	None
守安縣	Suan	126.549596	37.63986396	0.1	2	2064500	9999999	None
儷浦縣	Ryeopo	126.6930092	37.61418585	0.1	2	1721424	1997930	None
金浦縣	Geumpo	126.6930092	37.61418585	0.1	2	1997931	9999999	None
童子忽縣(李山縣)	Dongjahol	126.6286196	37.6982233	0.1	2	1721424	1997930	None
童城縣	Dongseong	126.6286196	37.6982233	0.1	2	1997931	9999999	None
乎唯押縣	Hoyuap	126.5378888	37.7075608	0.1	2	1721424	1997930	None
分津縣	Bunjin	126.5378888	37.7075608	0.1	2	1997931	2064499	None
通津縣	Tongjin	126.5378888	37.7075608	0.1	2	2064500	9999999	None
北漢山郡(平壤)	Baehansan	127.0471519	37.56983275	0.1	4	1721424	1997930	None
漢陽郡	Hanyang	127.0471519	37.56983275	0.1	4	1997931	2064499	None
楊州舊墟	Yangguheo	127.0471519	37.56983275	0.1	4	2064500	9999999	None
骨衣奴縣	Goluino	127.1642239	37.71222955	0.1	2	1721424	1997930	None
荒壤縣	Hwangyang	127.1642239	37.71222955	0.1	2	1997931	2064499	None
豐壤縣	Pungyang	127.1642239	37.71222955	0.1	2	2064500	9999999	None
皆伯縣	Gaebaek	126.7866668	37.60017961	0.1	2	1721424	1997930	None
遇王縣	Uwang	126.7866668	37.60017961	0.1	2	1997931	2064499	None
幸州	Haeng	126.7866668	37.60017961	0.1	2	2064500	9999999	None
買省縣	Maesaeng	127.0412983	37.77525764	0.1	4	1721424	1997930	None
來蘇郡	Naeso	127.0412983	37.77525764	0.1	4	1997931	2064499	None
見州	Gyeon	127.0412983	37.77525764	0.1	4	2064500	9999999	None
七重縣	Chiljung	126.8920315	37.9480013	0.1	2	1721424	1997930	None
重城縣	Jungseong	126.8920315	37.9480013	0.1	2	1997931	2064499	None
積城縣	Jeokseong	126.8920315	37.9480013	0.1	2	2064500	9999999	None
波害平史縣	Pahaepyeongsa	126.8188616	37.90831694	0.1	2	1721424	1997930	None
波平縣	Papyeong	126.8188616	37.90831694	0.1	2	1997931	9999999	None
泉井口縣	Cheonjeonggu	126.7281308	37.73557328	0.1	4	1721424	1997930	None
交河郡	Gyoha	126.7281308	37.73557328	0.1	4	1997931	9999999	None
述洸忽縣	Sulgwanghol	126.8481296	37.82194511	0.1	2	1721424	1997930	None
峯城縣	Bongseong	126.8481296	37.82194511	0.1	2	1997931	9999999	None
達乙省縣	Daleulsaeng	126.8949583	37.68421706	0.1	2	1721424	1997930	None
高烽縣	Gobong	126.8949583	37.68421706	0.1	2	1997931	9999999	None
馬忽郡	Mahol	127.1671507	37.88730758	0.1	4	1721424	1997930	None
堅城郡	Gyeonseong	127.1671507	37.88730758	0.1	4	1997931	2064499	None
抱州	Po	127.1671507	37.88730758	0.1	4	2064500	9999999	None
內乙買縣	Naeeulmae	127.0354447	37.84528885	0.1	2	1721424	1997930	None
沙川縣	Sacheon	127.0354447	37.84528885	0.1	2	1997931	9999999	None
梁骨縣	Ryanggol	127.1993455	38.00169189	0.1	2	1721424	1997930	None
洞陰縣	Dongeum	127.1993455	38.00169189	0.1	2	1997931	9999999	None
鐵圓郡	Cheolwon	127.1671507	38.23979801	0.1	4	1721424	1997930	None
鐵城郡	Cheolseong	127.1671507	38.23979801	0.1	4	1997931	2064499	None
東州	Dong	127.1671507	38.23979801	0.1	4	2064500	9999999	None
僧梁縣	Seungryang	127.0325179	38.16743243	0.1	2	1721424	1997930	None
李梁縣	Riryang	127.0325179	38.16743243	0.1	2	1997931	2064499	None
僧嶺縣	Seungryeong	127.0325179	38.16743243	0.1	2	2064500	9999999	None
功木達縣	Gongmokdal	127.0617859	38.08572935	0.1	2	1721424	1997930	None
功成縣	Gongseong	127.0617859	38.08572935	0.1	2	1997931	2064499	None
捶州	Chu	127.0617859	38.08572935	0.1	2	2064500	9999999	None
夫如郡	Buyeo	127.3895874	38.23979801	0.1	4	1721424	1997930	None
富平郡	Bupyeong	127.3895874	38.23979801	0.1	4	1997931	2064499	None
金化縣	Geumhwa	127.3895874	38.23979801	0.1	4	2064500	9999999	None
斧壤縣	Buyang	127.2637351	38.4008698	0.1	2	1721424	1997930	None
廣平縣	Gwangpyeong	127.2637351	38.4008698	0.1	2	1997931	2064499	None
平康縣	Pyeonggang	127.2637351	38.4008698	0.1	2	2064500	9999999	None
烏斯含達縣	Osahamdal	126.6783752	38.30282611	0.1	4	1721424	1997930	None
兎山郡	Tosan	126.6783752	38.30282611	0.1	4	1997931	9999999	None
阿珍押縣	Ajinap	126.8598368	38.31916672	0.1	2	1721424	1997930	None
安峽縣	Anhyeop	126.8598368	38.31916672	0.1	2	1997931	9999999	None
所邑豆縣	Soeupdu	126.8247152	38.20011366	0.1	2	1721424	1997930	None
朔邑縣	Sakeup	126.8247152	38.20011366	0.1	2	1997931	2064499	None
朔寧縣	Saknyeong	126.8247152	38.20011366	0.1	2	2064500	9999999	None
伊珍買縣	Ijinmae	126.85691	38.48023851	0.1	2	1721424	1997930	None
伊川縣	Icheon	126.85691	38.48023851	0.1	2	1997931	9999999	None
牛岑郡	Ujam	126.5613032	38.23512927	0.1	4	1721424	1997930	None
牛峯郡	Ubong	126.5613032	38.23512927	0.1	4	1997931	9999999	None
捶項縣	Chuhang	126.8305688	38.06005124	0.1	2	1721424	1997930	None
臨江縣	Rimgang	126.8305688	38.06005124	0.1	2	1997931	9999999	None
長淺城縣	Jangcheonseong	126.6842288	37.93399505	0.1	2	1721424	1997930	None
長湍縣	Jangdan	126.6842288	37.93399505	0.1	2	1997931	9999999	None
麻田淺縣	Majeoncheon	126.9652015	38.10907308	0.1	2	1721424	1997930	None
臨端縣	Rimdan	126.9652015	38.10907308	0.1	2	1997931	2064499	None
麻田縣	Majeon	126.9652015	38.10907308	0.1	2	2064500	9999999	None
夫蘇岬	Busogap	126.549596	38.01803251	0.1	4	1721424	1997930	None
松嶽郡	Songak	126.549596	38.01803251	0.1	4	1997931	2064499	None
王畿	Wanggi	126.549596	38.01803251	0.1	4	2064500	9999999	None
若豆恥縣	Yaduchi	126.6608144	38.00636064	0.1	2	1721424	1997930	None
如羆縣	Yeobi	126.6608144	38.00636064	0.1	2	1997931	2064499	None
松林縣	Songrim	126.6608144	38.00636064	0.1	2	2064500	9999999	None
屈押縣	Gulap	126.4500848	38.16743243	0.1	2	1721424	1997930	None
江陰縣	Gangeum	126.4500848	38.16743243	0.1	2	1997931	9999999	None
冬比忽	Dongbihol	126.5378888	37.97367941	0.1	4	1721424	1997930	None
開城郡	Gaeseong	126.5378888	37.97367941	0.1	4	1997931	2064499	None
開城府	Gaeseong	126.5378888	37.97367941	0.1	4	2064500	9999999	None
德勿縣	Deokmul	126.4354508	37.86629821	0.1	2	1721424	1997930	None
德水縣	Deoksu	126.4354508	37.86629821	0.1	2	1997931	9999999	None
津臨城	Jinrimseong	126.7808132	37.86863259	0.1	2	1721424	1997930	None
臨津縣	Rimjin	126.7808132	37.86863259	0.1	2	1997931	9999999	None
穴口郡	Hyeolgu	126.4588652	37.73557328	0.1	4	1721424	1997930	None
海口郡	Haegu	126.4588652	37.73557328	0.1	4	1997931	2064499	None
江華縣	Ganghwa	126.4588652	37.73557328	0.1	4	2064500	9999999	None
冬音奈縣	Dongeumna	126.3769149	37.77292326	0.1	2	1721424	1997930	None
江陰縣	Gangeum	126.3769149	37.77292326	0.1	2	1997931	2064499	None
河陰縣	Haeum	126.3769149	37.77292326	0.1	2	2064500	9999999	None
高木根縣	Gomokgeun	126.2305749	37.78226076	0.1	2	1721424	1997930	None
喬桐縣	Gyodong	126.2305749	37.78226076	0.1	2	1997931	9999999	None
首知縣	Suji	126.3974024	37.6632077	0.1	2	1721424	1997930	None
守鎭縣	Sujin	126.3974024	37.6632077	0.1	2	1997931	2064499	None
鎭江縣	Jingang	126.3974024	37.6632077	0.1	2	2064500	9999999	None
大谷郡	Daegok	126.3827684	38.34484483	0.1	4	1721424	1997930	None
永豐郡	Yeongpung	126.3827684	38.34484483	0.1	4	1997931	2064499	None
平州	Pyeong	126.3827684	38.34484483	0.1	4	2064500	9999999	None
新恩縣	Sineun	126.578864	38.41254167	0.1	2	1721424	9999999	None
水谷城縣	Sugokseong	126.5115476	38.44288853	0.1	2	1721424	1997930	None
檀溪縣	Dangye	126.5115476	38.44288853	0.1	2	1997931	2064499	None
侠溪縣	Hyeopgyegog	126.5115476	38.44288853	0.1	2	2064500	9999999	None
十谷城縣	Sipgokseong	126.6403268	38.76269773	0.1	2	1721424	1997930	None
鎭瑞縣	Jinseo	126.6403268	38.76269773	0.1	2	1997931	2064499	None
谷州	Gok	126.6403268	38.76269773	0.1	2	2064500	9999999	None
冬彡忽郡(冬音忽郡)	Dongshanhol	126.1222833	37.91065132	0.1	4	1721424	1997930	None
海皐郡	Haego	126.1222833	37.91065132	0.1	4	1997931	2064499	None
鹽州	Yeom	126.1222833	37.91065132	0.1	4	2064500	9999999	None
刀歎縣	Dotan	126.3008181	37.9923544	0.1	2	1721424	1997930	None
補澤縣	Botaek	126.3008181	37.9923544	0.1	2	1997931	2064499	None
白州	Baek	126.3008181	37.9923544	0.1	2	2064500	9999999	None
內米忽郡	Naemihol	125.733019	38.06005124	0.1	4	1721424	1997930	None
瀑池郡	Pokji	125.733019	38.06005124	0.1	4	1997931	2064499	None
海州	Hae	125.733019	38.06005124	0.1	4	2064500	9999999	None
永康縣	Yeonggang	125.498875	37.91998881	0.1	2	1721424	9999999	None
翁遷縣	Ongcheon	125.3232671	37.94333255	0.1	2	1721424	9999999	None
長淵縣	Jangyeon	125.0774159	38.27014487	0.1	2	1721424	9999999	None
息城郡	Sikseong	125.6130202	38.4008698	0.1	4	1721424	1997930	None
重盤郡	Jungban	125.6130202	38.4008698	0.1	4	1997931	2064499	None
安州	An	125.6130202	38.4008698	0.1	4	2064500	9999999	None
文化縣	Munhwa	125.3730227	38.36351982	0.1	2	1721424	9999999	None
信川縣	Sincheon	125.4871678	38.3658542	0.1	2	1721424	9999999	None
嘉禾縣	Gahwa	125.2647311	38.27481362	0.1	2	1721424	9999999	None
卓嵒郡	Takam	125.8296034	38.47790414	0.1	4	1721424	1997930	None
栖嵒郡	Seoam	125.8296034	38.47790414	0.1	4	1997931	2064499	None
鳳州	Bong	125.8296034	38.47790414	0.1	4	2064500	9999999	None
五谷郡	Ogok	126.2422821	38.42187917	0.1	4	1721424	1997930	None
五關郡	Ogwan	126.2422821	38.42187917	0.1	4	1997931	2064499	None
洞州	Dong	126.2422821	38.42187917	0.1	4	2064500	9999999	None
捶塞縣	Chusae	126.3505737	38.76736648	0.1	2	1721424	1997930	None
捶塞縣	Chusae	126.3505737	38.76736648	0.1	2	1997931	2064499	None
遂安郡	Suan	126.3505737	38.76736648	0.1	2	2064500	9999999	None
冬忽	Donghol	125.7857014	38.67165716	0.1	4	1721424	1997930	None
取城郡	Chwiseong	125.7857014	38.67165716	0.1	4	1997931	2064499	None
黃州	Hwang	125.7857014	38.67165716	0.1	4	2064500	9999999	None
息達	Sikdal	126.0842349	38.84440082	0.1	2	1721424	1997930	None
土山縣	Tosan	126.0842349	38.84440082	0.1	2	1997931	9999999	None
加火押	Gahwaap	125.806189	38.86074143	0.1	2	1721424	1997930	None
唐嶽縣	Dangak	125.806189	38.86074143	0.1	2	1997931	2064499	None
中和縣	Junghwa	125.806189	38.86074143	0.1	2	2064500	9999999	None
比列忽州	Biryeolhol	127.6910478	37.85229197	0.1	24	1924319	1953900	None
牛首州	Usu	127.6910478	37.85229197	0.1	24	1953901	1967000	None
首若州	Suya	127.6910478	37.85229197	0.1	24	1967001	1997733	None
朔州	Sak	127.6910478	37.85229197	0.1	24	1997734	2047042	None
春州	Chun	127.6910478	37.85229197	0.1	24	2064500	9999999	None
蘭山縣	Nansan	127.614951	37.99002002	0.1	2	1721424	9999999	None
伐力川縣	Beolryeokcheon	127.8608021	37.68421706	0.1	2	1721424	1997930	None
綠驍縣	Nokhyo	127.8608021	37.68421706	0.1	2	1997931	2064499	None
洪川縣	Hongcheon	127.8608021	37.68421706	0.1	2	2064500	9999999	None
橫川縣	Yeopcheon	127.9690937	37.47879217	0.1	2	1721424	1997930	None
矛川縣	Mocheon	127.9690937	37.47879217	0.1	2	1997931	2064499	None
橫川縣	Yeopcheon	127.9690937	37.47879217	0.1	2	2064500	9999999	None
砥紛縣	Jibun	127.6090974	37.4764578	0.1	2	1721424	1997930	None
砥平縣	Jipyeong	127.6090974	37.4764578	0.1	2	1997931	9999999	None
平原郡	Pyeongwon	127.9222649	37.33172662	0.1	5	1721424	1997930	None
北原京	Baewongyeong	127.9222649	37.33172662	0.1	5	1997931	2064499	None
原州	Won	127.9222649	37.33172662	0.1	5	2064500	9999999	None
奈吐郡	Nato	128.0890925	37.13330486	0.1	4	1721424	1997930	None
奈箸郡	Najeo	128.0890925	37.13330486	0.1	4	1997931	2064499	None
國州	Guk	128.0890925	37.13330486	0.1	4	2064500	9999999	None
沙熱伊縣	Sayeoli	128.1447017	37.0049143	0.1	2	1721424	1997930	None
淸風縣	Cheongpung	128.1447017	37.0049143	0.1	2	1997931	9999999	None
赤山縣	Jeoksan	128.2822613	36.93254871	0.1	2	1721424	1997930	None
赤山縣	Jeoksan	128.2822613	36.93254871	0.1	2	1997931	2064499	None
丹山縣	Dansan	128.2822613	36.93254871	0.1	2	2064500	9999999	None
奈已郡	Nai	128.5983556	36.83683939	0.1	4	1721424	1997930	None
奈靈郡	Naryeong	128.5983556	36.83683939	0.1	4	1997931	2064499	None
剛州	Gang	128.5983556	36.83683939	0.1	4	2064500	9999999	None
買谷縣	Maegok	128.8149388	36.72245508	0.1	2	1721424	1997930	None
善谷縣	Seongok	128.8149388	36.72245508	0.1	2	1997931	9999999	None
古斯馬縣	Gosama	128.7915244	36.87652374	0.1	2	1721424	1997930	None
玉馬縣	Okma	128.7915244	36.87652374	0.1	2	1997931	2064499	None
奉化縣	Bonghwa	128.7915244	36.87652374	0.1	2	2064500	9999999	None
及伐山郡	Geupbeolsan	128.5456732	36.9162081	0.1	4	1721424	1997930	None
哭山郡	Goksan	128.5456732	36.9162081	0.1	4	1997931	2064499	None
興州	Heung	128.5456732	36.9162081	0.1	4	2064500	9999999	None
伊伐支縣	Ibeolji	128.6276236	36.97456744	0.1	2	1721424	1997930	None
薗豐縣	Wonpung	128.6276236	36.97456744	0.1	2	1997931	9999999	None
斤平郡	Geunpyeong	127.5008058	37.83128261	0.1	4	1721424	1997930	None
嘉平郡	Gapyeong	127.5008058	37.83128261	0.1	4	1997931	9999999	None
深川縣	Simcheon	127.3105639	37.81494199	0.1	2	1721424	1997930	None
凌水縣	Neungsu	127.3105639	37.81494199	0.1	2	1997931	2064499	None
朝宗縣	Jojong	127.3105639	37.81494199	0.1	2	2064500	9999999	None
楊口郡	Yanggu	127.9632401	38.11140746	0.1	4	1721424	1997930	None
楊麓郡	Yangrok	127.9632401	38.11140746	0.1	4	1997931	2064499	None
陽溝縣	Yanggu	127.9632401	38.11140746	0.1	4	2064500	9999999	None
基麟縣	Girin	128.2793345	37.95267004	0.1	2	1721424	9999999	None
猪足縣	Jeojok	128.1447017	38.06705436	0.1	2	1721424	1997930	None
弉蹄縣	Jangje	128.1447017	38.06705436	0.1	2	1997931	2064499	None
麟蹄縣	Rinje	128.1447017	38.06705436	0.1	2	2064500	9999999	None
玉岐縣	Okgi	128.1681161	38.20244803	0.1	2	1721424	1997930	None
馳道縣	Chido	128.1681161	38.20244803	0.1	2	1997931	2064499	None
瑞禾縣	Seohwa	128.1681161	38.20244803	0.1	2	2064500	9999999	None
三紛縣	Sambun	127.9515329	38.22812615	0.1	2	1721424	1997930	None
三嶺縣	Samryeong	127.9515329	38.22812615	0.1	2	1997931	2064499	None
方山縣	Bangsan	127.9515329	38.22812615	0.1	2	2064500	9999999	None
峇川郡	Uncheon	127.6647066	38.10673871	0.1	4	1721424	1997930	None
狼川郡	Nangcheon	127.6647066	38.10673871	0.1	4	1997931	9999999	None
大楊管郡	Daeyanggwan	127.9632401	38.52926036	0.1	4	1721424	1997930	None
大楊郡	Daeyang	127.9632401	38.52926036	0.1	4	1997931	2064499	None
長楊郡	Jangyang	127.9632401	38.52926036	0.1	4	2064500	9999999	None
藪峇川縣	Suuncheon	127.658853	38.81171958	0.1	2	1721424	1997930	None
藪川縣	Sucheon	127.658853	38.81171958	0.1	2	1997931	2064499	None
和川縣	Hwacheon	127.658853	38.81171958	0.1	2	2064500	9999999	None
文紛縣	Munbun	127.9134845	38.40320418	0.1	2	1721424	1997930	None
文登縣	Mundeung	127.9134845	38.40320418	0.1	2	1997931	9999999	None
母城郡	Moseong	127.5359274	38.4102073	0.1	4	1721424	1997930	None
益城郡	Ikseong	127.5359274	38.4102073	0.1	4	1997931	2064499	None
金城郡	Geumseong	127.5359274	38.4102073	0.1	4	2064500	9999999	None
冬斯忽郡	Dongsahol	127.6500726	38.52692599	0.1	4	1721424	1997930	None
岐城郡	Giseong	127.6500726	38.52692599	0.1	4	1997931	9999999	None
水入縣	Suip	127.761291	38.53159473	0.1	2	1721424	1997930	None
通溝縣	Tonggu	127.761291	38.53159473	0.1	2	1997931	9999999	None
各連城郡(客連城郡)	Gakryeonseong	127.5739758	38.69966964	0.1	4	1721424	1997930	None
連城郡	Ryeonseong	127.5739758	38.69966964	0.1	4	1997931	2064499	None
交州	Gyo	127.5739758	38.69966964	0.1	4	2064500	9999999	None
赤木鎭	Jeokmokjin	127.4656842	38.6413103	0.1	2	1721424	1997930	None
丹松縣	Dansong	127.4656842	38.6413103	0.1	2	1997931	2064499	None
嵐谷縣	Namgok	127.4656842	38.6413103	0.1	2	2064500	9999999	None
管述縣	Gwansul	127.6705602	38.63664155	0.1	2	1721424	1997930	None
軼雲縣	Ilun	127.6705602	38.63664155	0.1	2	1997931	9999999	None
猪守紛縣	Jeosubun	127.9398257	38.62730406	0.1	2	1721424	1997930	None
弉嶺縣	Jangryeong	127.9398257	38.62730406	0.1	2	1997931	9999999	None
比列忽郡	Biryeolhol	127.4744646	39.01714447	0.1	20	1721424	1997930	None
朔庭郡	Sakjeong	127.4744646	39.01714447	0.1	20	1997931	2064499	None
登州	Deung	127.4744646	39.01714447	0.1	20	2064500	9999999	None
拵谷縣	Jongok	127.3632463	39.05449445	0.1	2	1721424	1997930	None
瑞谷縣	Seogok	127.3632463	39.05449445	0.1	2	1997931	9999999	None
昔達縣	Seokdal	127.3895874	39.1572069	0.1	2	1721424	1997930	None
蘭山縣	Nansan	127.3895874	39.1572069	0.1	2	1997931	9999999	None
薩寒縣	Salhan	127.5798294	39.12919441	0.1	2	1721424	1997930	None
霜陰縣	Sangeum	127.5798294	39.12919441	0.1	2	1997931	9999999	None
加支達縣	Gajidal	127.4217822	38.94477889	0.1	2	1721424	1997930	None
菁山縣	Cheongsan	127.4217822	38.94477889	0.1	2	1997931	2064499	None
蝦山縣	Hasan	127.4217822	38.94477889	0.1	2	2064500	9999999	None
翼谷縣	Ikgok	127.3778802	38.86307581	0.1	2	1721424	1997930	None
器谿縣	Gigye	127.3778802	38.86307581	0.1	2	1997931	9999999	None
泉井郡	Cheonjeong	127.3339783	39.2108975	0.1	4	1721424	1997930	None
井泉郡	Jeongcheon	127.3339783	39.2108975	0.1	4	1997931	2064499	None
湧州	Yong	127.3339783	39.2108975	0.1	4	2064500	9999999	None
夫斯達縣	Busadal	127.3251979	39.26925684	0.1	2	1721424	1997930	None
松山縣	Songsan	127.3251979	39.26925684	0.1	2	1997931	9999999	None
東墟縣	Dongheo	127.5008058	39.12219129	0.1	2	1721424	1997930	None
幽居縣	Yugeo	127.5008058	39.12219129	0.1	2	1997931	9999999	None
河西良	Haseoryang	128.8383532	37.76592014	0.1	24	1721424	1905690	None
悉直州	Siljik	128.8383532	37.76592014	0.1	24	1905691	1972166	None
河西州	Haseo	128.8383532	37.76592014	0.1	24	1972167	1997733	None
溟州	Myeong	128.8383532	37.76592014	0.1	24	1997734	9999999	None
仍買縣	Ingmae	128.6334772	37.3784141	0.1	2	1721424	1997930	None
旌善縣	Jeongseon	128.6334772	37.3784141	0.1	2	1997931	9999999	None
束吐縣	Sokto	128.812012	37.50447028	0.1	2	1721424	1997930	None
怩箸縣(棟箸縣)	Nijeo(Dongjeo)	128.812012	37.50447028	0.1	2	1997931	9999999	None
支山縣	Jisan	128.7944512	37.86396384	0.1	2	1721424	1997930	None
支山縣	Jisan	128.7944512	37.86396384	0.1	2	1997931	2064499	None
連谷縣	Ryeongok	128.7944512	37.86396384	0.1	2	2064500	9999999	None
穴山縣	Hyeolsan	128.6159164	37.98068253	0.1	2	1721424	1997930	None
洞山縣	Dongsan	128.6159164	37.98068253	0.1	2	1997931	9999999	None
屈火郡	Gulhwa	128.8149388	36.51002706	0.1	4	1721424	1997930	None
曲城郡	Gokseong	128.8149388	36.51002706	0.1	4	1997931	2064499	None
臨河郡	Rimha	128.8149388	36.51002706	0.1	4	2064500	9999999	None
伊火兮縣	Ihwahye	128.9320107	36.28826156	0.1	2	1721424	1997930	None
緣武縣(椽武縣)	Yeonmu(Yeonmu)	128.9320107	36.28826156	0.1	2	1997931	2064499	None
安德縣	Andeok	128.9320107	36.28826156	0.1	2	2064500	9999999	None
也尸忽郡	Yasihol	129.3622502	36.41665211	0.1	4	1721424	1997930	None
野城郡	Yaseong	129.3622502	36.41665211	0.1	4	1997931	2064499	None
盈德郡	Yeongdeok	129.3622502	36.41665211	0.1	4	2064500	9999999	None
松生縣	Songsaeng	129.1163991	36.39797712	0.1	2	1721424	9999999	None
助題縣	Joje	129.0168879	36.52403331	0.1	2	1721424	1997930	None
眞安縣	Jinan	129.0168879	36.52403331	0.1	2	1997931	2064499	None
甫城府	Boseong	129.0168879	36.52403331	0.1	2	2064500	9999999	None
靑已縣	Cheongi	129.0373755	36.42832398	0.1	2	1721424	1997930	None
積善縣	Jeokseon	129.0373755	36.42832398	0.1	2	1997931	2064499	None
靑鳧縣	Cheongbu	129.0373755	36.42832398	0.1	2	2064500	9999999	None
于尸郡	Usi	129.3856646	36.54737704	0.1	4	1721424	1997930	None
有薗郡	Yuwon	129.3856646	36.54737704	0.1	4	1997931	2064499	None
